Text,Date,Compound,Positive,Neutral,Negative,Tweets Ago
CBS Board to Meet on Les Moonves’s Role After Misconduct Allegations https://t.co/4QSRlRKgdi,Mon Jul 30 01:15:02 +0000 2018,0.0,0.0,0.0,1.0,46
This grilled rosemary pork tenderloin is an easy recipe you can enjoy year round https://t.co/Il5TThtajp https://t.co/h7L0owUJB4,Mon Jul 30 01:08:43 +0000 2018,0.71,0.3,0.059,0.64,47
The Ethicist responds to a man who asks: Should I forgo gay sex to donate blood? https://t.co/i6UfM1MWLz,Mon Jul 30 00:50:03 +0000 2018,0.0,0.0,0.0,1.0,48
11 and Married: Malaysia Spars Over Child Brides https://t.co/dvslDDdzPQ,Mon Jul 30 00:31:47 +0000 2018,0.0,0.0,0.0,1.0,49
"Carr Fire in California Claims Another Victim, Bringing Death Toll to 6 https://t.co/0t7lZba9Oo",Mon Jul 30 00:13:47 +0000 2018,-0.813,0.0,0.483,0.517,50
"They bonded over their love of beer, so for their wedding, this couple brewed their own. (Including beers called “W… https://t.co/kEYM6IDjVN",Mon Jul 30 00:05:22 +0000 2018,0.637,0.174,0.0,0.826,51
Think Summer Child Care Is Tough? Low-Income Families Deal With That All Year https://t.co/WPXOTj0WMA,Sun Jul 29 23:47:06 +0000 2018,0.402,0.192,0.09,0.719,52
She has written about encryption tools. She once threw a CryptoParty with Edward Snowden in Hawaii. Now former hack… https://t.co/21oVE2fnPv,Sun Jul 29 23:42:58 +0000 2018,0.0,0.0,0.0,1.0,53
Biographical Documentaries Are Big This Summer. Here Are Five More to Stream. https://t.co/rENlD2auoL,Sun Jul 29 23:24:20 +0000 2018,0.0,0.0,0.0,1.0,54
"With Imran Khan as New Leader, Pakistan Could Reshape Its Image https://t.co/LVhqL4IKO5",Sun Jul 29 23:21:15 +0000 2018,0.0,0.0,0.0,1.0,55
This stacked shortcake gives a classic summer dessert the large-format treatment it deserves https://t.co/QIL1IKIOPi https://t.co/1oAxYlICPR,Sun Jul 29 23:12:58 +0000 2018,0.0,0.0,0.0,1.0,56
A renowned musician hated the music played at one of his favorite restaurants. So he convinced the chef to let him… https://t.co/39uQCEHMti,Sun Jul 29 22:58:06 +0000 2018,0.49,0.283,0.142,0.575,57
"Billy Joel recently celebrated his 100th show at Madison Square Garden. “I keep getting asked, ‘What’s the secret o… https://t.co/OQgP8J0HeB",Sun Jul 29 22:39:39 +0000 2018,0.572,0.163,0.0,0.837,58
The Enthusiast: In Praise of Elizabeth Hardwick https://t.co/npSEdh5Qzt,Sun Jul 29 22:21:33 +0000 2018,0.727,0.504,0.0,0.496,59
Sulzberger recalled telling Trump that newspapers had begun posting armed guards outside their offices because of a… https://t.co/Tst5bdEx7p,Sun Jul 29 22:16:42 +0000 2018,0.0,0.0,0.0,1.0,60
"MoviePass, the subscription-based movie ticket service, was forced last week to borrow $5 million after it reported… https://t.co/kilPTotnOl",Sun Jul 29 22:00:09 +0000 2018,-0.459,0.0,0.15,0.85,61
"Future of MoviePass Is Cast in Doubt After Service Outage, Experts Say https://t.co/QsM1nTT3Pp",Sun Jul 29 21:52:35 +0000 2018,-0.361,0.0,0.172,0.828,62
"With their eyes on blockchain jobs and revenue, small countries and territories are competing to become the go-to d… https://t.co/0aym75WwUG",Sun Jul 29 21:45:09 +0000 2018,0.0,0.0,0.0,1.0,63
Imran Khan brings more star power and mystique than any recent Pakistani leader and perhaps a better chance to chan… https://t.co/nlZJZpP7m9,Sun Jul 29 21:30:07 +0000 2018,0.599,0.214,0.0,0.786,64
"Can you remove a color from an entire city? The artist Michael Rakowitz is trying to do so, as a tribute to Tamir R… https://t.co/15kjmlf3s0",Sun Jul 29 21:15:04 +0000 2018,0.0,0.0,0.0,1.0,65
Sulzberger recalled telling Trump that newspapers had begun posting armed guards outside their offices because of a… https://t.co/P3nNTZ4AT5,Sun Jul 29 21:10:26 +0000 2018,0.0,0.0,0.0,1.0,66
"“We completely regret what happened,” a spokesman for the cruise company said, adding the bear was killed in self-d… https://t.co/EeUlQTw6zJ",Sun Jul 29 21:00:07 +0000 2018,-0.822,0.0,0.309,0.691,67
"In Opinion

Contributing opinion writer Sandeep Jauhar writes, ""No one wants to die prematurely, but when it’s thei… https://t.co/2k9K3OePtJ",Sun Jul 29 20:45:08 +0000 2018,-0.468,0.0,0.192,0.808,68
Here are some ideas for what to cook this week https://t.co/64LkFJXrAH,Sun Jul 29 20:30:07 +0000 2018,0.0,0.0,0.0,1.0,69
Living in a lighthouse was a childhood dream for Margaret Winski. Now she plans to write a book about her time livi… https://t.co/0S72JcFwDr,Sun Jul 29 20:15:05 +0000 2018,0.25,0.095,0.0,0.905,70
"Here are the week’s top stories, and a look ahead https://t.co/SNuieLVfpi",Sun Jul 29 20:00:13 +0000 2018,0.202,0.167,0.0,0.833,71
@MikeIsaac  https://t.co/7vUC6VzNos,Sun Jul 29 19:54:09 +0000 2018,0.0,0.0,0.0,1.0,72
Want to feel old? Tom Cruise has played Ethan Hunt in the “Mission: Impossible” movie series for 22 years. https://t.co/D5YmYPRwS6,Sun Jul 29 19:45:07 +0000 2018,0.402,0.171,0.0,0.829,73
RT @MarkLandler: Times publisher A.G. Sulzberger told Trump in Oval Office meeting that newspapers were hiring  armed guards because of thr…,Sun Jul 29 19:36:43 +0000 2018,0.0,0.0,0.0,1.0,74
"In Opinion 

Editorial board member Brent Staples writes, ""This betrayal of trust opened a rift between black and w… https://t.co/hfeT7NGIgR",Sun Jul 29 19:30:08 +0000 2018,-0.296,0.133,0.181,0.685,75
"Amid widespread protests over a power crisis, Iraq’s prime minister has ordered the suspension of the country’s ele… https://t.co/ESI7Bx9EAl",Sun Jul 29 19:15:06 +0000 2018,-0.718,0.0,0.273,0.727,76
Zimbabweans prepare to vote in the first elections in their country since Robert Mugabe was ousted after 37 years i… https://t.co/VQqvqvXBE4,Sun Jul 29 19:00:04 +0000 2018,0.0,0.0,0.0,1.0,77
Harvard says it does not discriminate. But its policies are being challenged by Asian-Americans who say they’ve bee… https://t.co/pjt2vI8qJT,Sun Jul 29 18:45:05 +0000 2018,-0.153,0.0,0.082,0.918,78
A.G. Sulzberger said he had accepted President Trump’s invitation for a meeting mainly to raise his concerns about… https://t.co/QEPTyCtJ06,Sun Jul 29 18:30:09 +0000 2018,0.273,0.11,0.0,0.89,79
A woman said that responders told her she could not afford the $600 ambulance ride to take her daughter to the hosp… https://t.co/XZ3NE0sQJ3,Sun Jul 29 18:15:04 +0000 2018,0.0,0.0,0.0,1.0,80
"Jay-Z, an executive producer of “Rest in Power: The Trayvon Martin Story,"" discussed the series and how his views o… https://t.co/gZNk7gAzx6",Sun Jul 29 18:00:05 +0000 2018,0.0,0.0,0.0,1.0,81
The widespread flooding caused by a dam accident in Laos highlights the government's priorities: foreign investment… https://t.co/ZzcTkyuvMM,Sun Jul 29 17:45:02 +0000 2018,-0.477,0.0,0.171,0.829,82
House Democrats are on the verge of both a messy struggle for control of their caucus and an election that could we… https://t.co/hlp8ipZClf,Sun Jul 29 17:30:09 +0000 2018,-0.586,0.0,0.194,0.806,83
"Paul Manafort, the lobbyist who helped run President Trump’s 2016 campaign, is scheduled to go to trial on financia… https://t.co/DFZgJ4J0Ev",Sun Jul 29 17:15:06 +0000 2018,0.0,0.0,0.0,1.0,84
A Palestinian teenager jailed in Israel for kicking and slapping an Israeli soldier was released to a hero’s welcom… https://t.co/xPygRilTaF,Sun Jul 29 17:00:11 +0000 2018,-0.494,0.0,0.158,0.842,85
"Muslim children were repeatedly warned about their clothing at a Delaware pool, leading to a mayoral apology and a… https://t.co/Tiv8eKlsGu",Sun Jul 29 16:57:29 +0000 2018,-0.226,0.062,0.109,0.829,86
"“Seventeen years after 9/11, we still haven’t figured this out.” https://t.co/HImjaWhMHv",Sun Jul 29 16:30:14 +0000 2018,0.0,0.0,0.0,1.0,87
"For some, a proposed cap on services like Uber is a civil rights issue. “Race-based refusal is a serious issue amon… https://t.co/S6kLiZjIFY",Sun Jul 29 16:15:07 +0000 2018,0.296,0.12,0.062,0.817,88
Pressed at his 2006 hearing to express an opinion about whether the president could legally override the torture ba… https://t.co/7satPHbAvW,Sun Jul 29 16:00:10 +0000 2018,-0.542,0.06,0.167,0.773,89
The Trump pick to lead the EPA's Superfund toxic waste program was Dow Chemical's lawyer during its own disputed di… https://t.co/xjIS08Okg1,Sun Jul 29 15:45:08 +0000 2018,-0.637,0.0,0.215,0.785,90
"“So many people think they know me,” says Cynthia Nixon, the actress-turned-candidate for governor of New York, in… https://t.co/RUoaVUpx58",Sun Jul 29 15:30:11 +0000 2018,0.0,0.0,0.0,1.0,91
"For more than 2 decades, Jeff Loeffelholz was an understudy in ""Chicago."" Then he killed himself. Now the productio… https://t.co/eC3e2WKliD",Sun Jul 29 15:15:03 +0000 2018,-0.67,0.0,0.2,0.8,92
"RT @NYTimesPR: Statement of A.G. Sulzberger, Publisher, The New York Times, in response to President Trump’s tweet about their meeting http…",Sun Jul 29 15:13:32 +0000 2018,0.0,0.0,0.0,1.0,93
"When it gets cold in Bangkok, pet owners dress their dogs in sweatshirts or, if they have the money, Burberry rainc… https://t.co/hybxIR6iej",Sun Jul 29 15:00:10 +0000 2018,0.0,0.0,0.0,1.0,94
"As millions of Venezuelans wage a daily fight for survival at home, others have found a safe haven for their money… https://t.co/dlKgR40AQQ",Sun Jul 29 14:50:06 +0000 2018,0.077,0.123,0.111,0.766,95
"The comedy-destroying, soul-affirming art of Hannah Gadsby https://t.co/YIc9W6GXex https://t.co/T2fOvaHR5J",Sun Jul 29 14:40:05 +0000 2018,0.0,0.0,0.0,1.0,96
"These islands in the South Pacific are disappearing, but their inhabitants are doing everything they can to stay https://t.co/DAPrXjDrOt",Sun Jul 29 14:30:09 +0000 2018,0.0,0.0,0.0,1.0,97
A 60-year-old man fatally shot his father and stepmother in a nursing home in Texas https://t.co/8r0CatQ3E1,Sun Jul 29 14:20:06 +0000 2018,-0.637,0.0,0.244,0.756,98
"Summer thrillers, a parody of smutty novels, a dark family memoir: Here are 10 new books we recommend this week https://t.co/BBboCB4D3F",Sun Jul 29 14:10:03 +0000 2018,0.382,0.175,0.0,0.825,99
"RT @nytimesbusiness: An undeveloped, 157-acre hilltop plot of land is about to go on sale in Los Angeles. The asking price: $1 billion. htt…",Sun Jul 29 13:55:06 +0000 2018,0.0,0.0,0.0,1.0,100
